step,train_loss,train_accuracy,test_loss,test_accuracy
0,2.4596476554870605,0.11263333261013031,2.622959613800049,0.1151
1,2.805253267288208,0.10830000042915344,2.9597129821777344,0.0951
2,3.177626609802246,0.10378333181142807,3.441242218017578,0.1058
3,3.562793731689453,0.09578333050012589,3.6640570163726807,0.1047
4,3.718256950378418,0.10596666485071182,3.745471954345703,0.1154
5,3.7540855407714844,0.12684999406337738,3.822550058364868,0.1287
6,3.8518121242523193,0.1485999971628189,3.868241310119629,0.1501
7,3.8684799671173096,0.14766666293144226,3.8726789951324463,0.1515
8,3.8199527263641357,0.14158333837985992,3.77189302444458,0.1414
9,3.9199934005737305,0.12433333694934845,3.992380380630493,0.1267
10,3.977985382080078,0.139683336019516,4.0623273849487305,0.1266
11,4.12875509262085,0.10553333163261414,4.122580528259277,0.1356
12,4.164953708648682,0.12800000607967377,4.314683437347412,0.1091
